1	1	1	1	1	1	1	1	1	1	1	1	1	6	18	19	18	19	5	1
1	1	1	1	1	1	1	1	1	1	1	1	1	6	0	13	0	13	5	1
1	7	7	7	7	7	7	7	1	1	1	1	1	6	18	19	18	19	5	1
6	13	0	13	0	13	0	13	5	1	1	1	1	6	0	13	0	13	5	1
6	19	18	19	18	19	18	19	9	7	7	7	7	8	18	19	18	19	5	1
6	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	5	1
6	19	18	19	18	19	18	19	18	19	18	19	18	19	18	19	15	16	5	1
8	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	5	1
22	19	18	19	18	19	18	19	18	19	18	19	18	19	18	19	18	19	5	1
0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	0	13	5	1
18	19	18	19	18	19	18	11	17	11	18	19	18	19	18	19	18	19	5	1
0	13	0	13	0	4	2	2	2	2	2	3	14	10	14	4	2	2	1	1
18	19	18	19	18	5	1	1	1	1	1	1	2	2	2	1	1	1	1	1
0	13	0	13	0	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18	19	18	19	18	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	3	0	13	0	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	6	18	19	18	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	6	14	10	14	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
